,True,False,The Cheesecake Factory,[],/adredir?ad_business_id=OwBgQo86CL2GmGX0OIUEEw&amp;campaign_id=sTd1OdHQDNJ65opLX5myhw&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-cheesecake-factory-newark-newark&amp;request_id=9df2bcd8cbc535d0&amp;signature=5cfc720df780581b543d98ff0557ede532d5dca9c270acd305b648913776d40f&amp;slot=0,"[{'title': 'Salad', 'url': '/search?find_desc=Salad&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Burgers', 'url': '/search?find_desc=Burgers&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=New+Castle%2C+DE'}]",,3.3,False,373,,[],+1-302-454-9444,,,,https://biz.yelp.com,[],{},the-cheesecake-factory-newark-newark,/adredir?ad_business_id=OwBgQo86CL2GmGX0OIUEEw&amp;campaign_id=sTd1OdHQDNJ65opLX5myhw&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695574809%26s%3D6a143044dfe52ca9a38cb35d8aac8282616186f563cb6f9590376cddc7e31266%26src_bizid%3DOwBgQo86CL2GmGX0OIUEEw%26url%3Dhttps%253A%252F%252Flocations.thecheesecakefactory.com%252Fde%252Fnewark-151.html%253Futm_campaign%253DYELP_NATL_SHOWCASEAD%2526utm_content%253DSHOWCASEAD%2526utm_medium%253DYELP%2526utm_source%253DNATL%26website_link_type%3Dwebsite&amp;request_id=9df2bcd8cbc535d0&amp;signature=56d6f1469bd5c86cfc8529e80a190c7655a30c03e539641c3d03f98252134af5&amp;slot=0
,True,False,Comma Cafe,[],/adredir?ad_business_id=9ITPcVo_yGzevT0NMxfOVQ&amp;campaign_id=j-JmXkWh2hquRy4ypjjvLg&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcomma-cafe-newark&amp;request_id=9df2bcd8cbc535d0&amp;signature=53046abdfb81e5a2b54d50741ae30e064fdf8e4769f2b8e0ab7fc80ab38b7b51&amp;slot=1,"[{'title': 'Bubble Tea', 'url': '/search?find_desc=Bubble+Tea&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Juice Bars &amp; Smoothies', 'url': '/search?find_desc=Juice+Bars+%26+Smoothies&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=New+Castle%2C+DE'}]",,4.3,False,9,,[],(302) 232-3800,,,,https://biz.yelp.com,[],{},comma-cafe-newark,/adredir?ad_business_id=9ITPcVo_yGzevT0NMxfOVQ&amp;campaign_id=j-JmXkWh2hquRy4ypjjvLg&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695574809%26s%3Dfa9af9f0eb2d6fc3797e2605d5d577b79c973ffe59e4739cf250b3c22fe66c73%26src_bizid%3D9ITPcVo_yGzevT0NMxfOVQ%26url%3Dhttps%253A%252F%252Fcomma-cafe.square.site%26website_link_type%3Dwebsite&amp;request_id=9df2bcd8cbc535d0&amp;signature=f873efad4533ed139af21f89978fdee248f2a401ac3ec1a530836b8ed152c6fa&amp;slot=1
11.0,False,False,Deeb’s Bread,[],/biz/deebs-bread-carneys-point?osq=bakeries,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}]",$,4.6,False,8,,[],(856) 299-0220,,,,,[],{},deebs-bread-carneys-point,
12.0,False,False,Monty’s Neighborhood Snacks,[],/biz/montys-neighborhood-snacks-bear?osq=bakeries,"[{'title': 'Cupcakes', 'url': '/search?find_desc=Cupcakes&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=New+Castle%2C+DE'}]",,5.0,False,1,,[],(302) 494-2895,,,,,[],{},montys-neighborhood-snacks-bear,https://montysneighborhoodsnacks.com
13.0,False,False,Crumbl Cookies - Christiana,[],/biz/crumbl-cookies-christiana-newark?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=New+Castle%2C+DE'}]",,3.6,False,10,,[],(302) 214-4776,,,,,[],{},crumbl-cookies-christiana-newark,https://crumblcookies.com/dechristiana?utm_medium=organicmain&amp;utm_source=yelp
14.0,False,False,Legal Grounds Cafe,[],/biz/legal-grounds-cafe-wilmington?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=New+Castle%2C+DE'}]",$,4.8,False,117,,[],(302) 543-7350,,,,,[],{},legal-grounds-cafe-wilmington,https://www.legalgroundscafe.com
15.0,False,False,Amalfitano’s Italian Bakery,[],/biz/amalfitanos-italian-bakery-new-castle?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}]",,0.0,False,0,,[],(302) 324-9005,,,,,[],{},amalfitanos-italian-bakery-new-castle,
16.0,False,False,Pasteleria Rojas,[],/biz/pasteleria-rojas-wilmington?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}]",,3.9,False,8,,[],(302) 995-5644,,,,,[],{},pasteleria-rojas-wilmington,
17.0,False,False,Sticky Bunz Bakery,[],/biz/sticky-bunz-bakery-new-castle?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}]",,0.0,False,0,,[],(302) 328-2800,,,,,[],{},sticky-bunz-bakery-new-castle,
18.0,False,False,Blue Bird Diner,[],/biz/blue-bird-diner-pennsville?osq=bakeries,"[{'title': 'Diners', 'url': '/search?find_desc=Diners&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=New+Castle%2C+DE'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=New+Castle%2C+DE'}]",,4.1,False,11,,[],(856) 851-2697,,,,,[],{},blue-bird-diner-pennsville,
