81,False,False,Cafe Loca,[],/biz/cafe-loca-kocaeli?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],(0262) 4260085,,,,[],{},cafe-loca-kocaeli,
82,False,False,Keyf’Inn Cafe,[],/biz/keyfinn-cafe-kocaeli-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],(0262) 3257926,,,,[],{},keyfinn-cafe-kocaeli-2,
83,False,False,Gönüldağı Aile Çay Bahçesi,[],/biz/g%C3%B6n%C3%BClda%C4%9F%C4%B1-aile-%C3%A7ay-bah%C3%A7esi-kocaeli?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],(0262) 2234633,,,,[],{},gönüldağı-aile-çay-bahçesi-kocaeli,
84,False,False,Mado,[],/biz/mado-izmit-2?osq=cafe,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=%C4%B0zmit'}, {'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",₺₺,0,False,0,,[],(0262) 3352762,,,,[],{},mado-izmit-2,http://www.mado.com.tr/mado-cafe/mado_cafe_en_yakin_mado.aspx
85,False,False,Starbucks,[],/biz/starbucks-kocaeli-7?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}]",₺₺,0,False,0,,[],(0262) 5020422,,,,[],{},starbucks-kocaeli-7,http://www.starbucks.com.tr/store-locator/search/location/Symbol%20AVM%20%20%20kocaeli/detail/1012317
86,False,False,Tchibo,[],/biz/tchibo-kocaeli-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}]",₺₺,0,False,0,,[],,,,,[],{},tchibo-kocaeli-2,http://www.tchibo.com.tr
87,False,False,Timothy’s,[],/biz/timothys-kocaeli?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],(0262) 3255148,,,,[],{},timothys-kocaeli,
88,False,False,Colina Cafe&amp;Bar,[],/biz/colina-cafe-ve-bar-nusretiye-k%C3%B6y%C3%BC?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],,,,,[],{},colina-cafe-ve-bar-nusretiye-köyü,
89,False,False,Mado,[],/biz/mado-kocaeli?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],(0262) 6432828,,,,[],{},mado-kocaeli,
90,False,False,Disa,[],/biz/disa-kocaeli?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=%C4%B0zmit'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=%C4%B0zmit'}]",,0,False,0,,[],(0262) 3220787,,,,[],{},disa-kocaeli,
91,False,False,Acar Kardeşler Unlu Mamülleri,[],/biz/acar-karde%C5%9Fler-unlu-mam%C3%BClleri-izmir-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}]",,0.0,True,0,,[],(0232) 3881191,,,,[],{},acar-kardeşler-unlu-mamülleri-izmir-2,
92,False,False,Karasalihoğulları Karafırını,[],/biz/karasaliho%C4%9Fullar%C4%B1-karaf%C4%B1r%C4%B1n%C4%B1-izmir-3?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}]",,0.0,True,0,,[],(0232) 7172397,,,,[],{},karasalihoğulları-karafırını-izmir-3,
93,False,False,Ali’s,[],/biz/alis-izmir?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}]",₺,5.0,True,4,,[],(0232) 3301610,,,,[],{},alis-izmir,
94,False,False,Simit &amp; Boyoz Center,[],/biz/simit-ve-boyoz-center-izmir?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}]",,3.8,True,5,,[],(0232) 3640767,,,,[],{},simit-ve-boyoz-center-izmir,
95,False,False,Özsüt,[],/biz/%C3%B6zs%C3%BCt-izmir-18?osq=bakeries,"[{'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=Konak'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Konak'}]",₺₺,4.2,True,5,,[],(0232) 4642212,,,,[],{},özsüt-izmir-18,http://www.ozsut.com.tr
96,False,False,Damak Börek,[],/biz/damak-b%C3%B6rek-izmir?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}]",,0.0,True,0,,[],(0232) 4844810,,,,[],{},damak-börek-izmir,
97,False,False,Karmec Gıda,[],/biz/karmec-g%C4%B1da-izmir?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Konak'}]",,0.0,True,0,,[],(0232) 4831380,,,,[],{},karmec-gıda-izmir,
