,True,False,Beans &amp; Brews,[],/adredir?ad_business_id=UaFIy5bjnN-zBl5Cqnws2A&amp;campaign_id=w4UdGMpjsfM4nWl-Hju7jg&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbeans-and-brews-west-haven&amp;request_id=a755c11d792e27c5&amp;signature=14c501ff025e56ce0c04bf5f12d91c8cd3abacce1bdf088237627362e354d2e5&amp;slot=0,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Hooper%2C+UT'}]",,0.0,False,0,,[],(385) 432-0579,,,,https://biz.yelp.com,[],{},beans-and-brews-west-haven,/adredir?ad_business_id=UaFIy5bjnN-zBl5Cqnws2A&amp;campaign_id=w4UdGMpjsfM4nWl-Hju7jg&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695698927%26s%3Dd697eb0c28c5dcd9f636ed894634c543b8adf526fbb7298fbb6f93bb660388fa%26src_bizid%3DUaFIy5bjnN-zBl5Cqnws2A%26url%3Dhttps%253A%252F%252Fwww.beansandbrews.com%252Fcoffee-shops%252Fwest-haven%252F%26website_link_type%3Dwebsite&amp;request_id=a755c11d792e27c5&amp;signature=0fd570035748a2cdba74f4b1a4403c7a2550eabb13ef26ab8c36b537b9e8514a&amp;slot=0
,True,False,Crumbl Cookies - Ogden,[],/adredir?ad_business_id=3dJX5rrDAugGp4dcjk2Klg&amp;campaign_id=sfDkKz95laZ2WXcUk3BCDg&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcrumbl-cookies-ogden-riverdale&amp;request_id=a755c11d792e27c5&amp;signature=3fcaf400bde6cfb6c8a598aa23c6ccad8b26fb06a64723e017df9ab6f33c418f&amp;slot=1,"[{'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=Hooper%2C+UT'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Hooper%2C+UT'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}]",,3.6,False,37,,[],(801) 695-4054,,,,https://biz.yelp.com,[],{},crumbl-cookies-ogden-riverdale,/adredir?ad_business_id=3dJX5rrDAugGp4dcjk2Klg&amp;campaign_id=sfDkKz95laZ2WXcUk3BCDg&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695698927%26s%3Df40ff28e64c0c53e72e904e9b0e104ccdc3f52989d83247034744e9447690bb4%26src_bizid%3D3dJX5rrDAugGp4dcjk2Klg%26url%3Dhttps%253A%252F%252Fcrumblcookies.com%252Fogden%252F%253Futm_medium%253Dpaidmain%2526utm_source%253Dyelp%26website_link_type%3Dwebsite&amp;request_id=a755c11d792e27c5&amp;signature=d30cf0f1a7f5bb32c04c878e1e189c095bcd277d3b59f363da39704ac17a934d&amp;slot=1
51.0,False,False,Nigh-Time Donuts,[],/biz/nigh-time-donuts-tooele?osq=bakeries,"[{'title': 'Donuts', 'url': '/search?find_desc=Donuts&amp;find_loc=Hooper%2C+UT'}, {'title': 'Bagels', 'url': '/search?find_desc=Bagels&amp;find_loc=Hooper%2C+UT'}, {'title': 'Sandwiches', 'url': '/search?find_desc=Sandwiches&amp;find_loc=Hooper%2C+UT'}]",$,4.4,False,47,,[],(435) 882-8503,,,,,[],{},nigh-time-donuts-tooele,https://www.nightimedonuts.com
52.0,False,False,Franz,[],/biz/franz-layton?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}]",,5.0,False,1,,[],(801) 776-1623,,,,,[],{},franz-layton,
53.0,False,False,Great Harvest Bread,[],/biz/great-harvest-bread-clinton?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}, {'title': 'Sandwiches', 'url': '/search?find_desc=Sandwiches&amp;find_loc=Hooper%2C+UT'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Hooper%2C+UT'}]",$,3.5,False,20,,[],(801) 773-5459,,,,,[],{},great-harvest-bread-clinton,http://www.greatharvestutah.com/clinton
54.0,False,False,Fillings And Emulsions,[],/biz/fillings-and-emulsions-salt-lake-city-2?osq=bakeries,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Hooper%2C+UT'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}]",,4.4,False,8,,[],,,,,,[],{},fillings-and-emulsions-salt-lake-city-2,
55.0,False,False,Old Grist Mill Bread Company,[],/biz/old-grist-mill-bread-company-kaysville?osq=bakeries,"[{'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Hooper%2C+UT'}, {'title': 'Sandwiches', 'url': '/search?find_desc=Sandwiches&amp;find_loc=Hooper%2C+UT'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Hooper%2C+UT'}]",$$,4.6,False,33,,[],(385) 209-2084,,,,,[],{},old-grist-mill-bread-company-kaysville,https://oldgristmillbreadcompany.com
56.0,False,False,Simply Bliss Cafe,[],/biz/simply-bliss-cafe-tooele?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}, {'title': 'Barbeque', 'url': '/search?find_desc=Barbeque&amp;find_loc=Hooper%2C+UT'}]",,3.8,False,4,,[],(435) 248-1822,,,,,[],{},simply-bliss-cafe-tooele,http://www.simplyblisscafe.com
57.0,False,False,Top Tier Cake Shoppe,[],/biz/top-tier-cake-shoppe-ogden?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}]",,5.0,False,1,,[],(801) 888-3460,,,,,[],{},top-tier-cake-shoppe-ogden,https://www.toptiercakeshoppe.com
58.0,False,False,Straw Market,[],/biz/straw-market-ogden?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Hooper%2C+UT'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Hooper%2C+UT'}, {'title': 'Sandwiches', 'url': '/search?find_desc=Sandwiches&amp;find_loc=Hooper%2C+UT'}]",$,3.3,False,22,,[],(801) 782-2200,,,,,[],{},straw-market-ogden,http://www.strawmarket.fun
