91,False,False,Podolska Ewa Piekarnia,[],/biz/podolska-ewa-piekarnia-zebrzydowice?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],32 469 25 93,,,,[],{},podolska-ewa-piekarnia-zebrzydowice,
92,False,False,Piekarnia U Laksy Miłosz Ben &amp; Małgorzata Ben,[],/biz/piekarnia-u-laksy-mi%C5%82osz-ben-a-ma%C5%82gorzata-ben-jasienica?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],,,,,[],{},piekarnia-u-laksy-miłosz-ben-a-małgorzata-ben-jasienica,
93,False,False,Krysmalska Teresa Margarita Produkcja Handel Usługi,[],/biz/krysmalska-teresa-margarita-produkcja-handel-us%C5%82ugi-szczyrk?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],,,,,[],{},krysmalska-teresa-margarita-produkcja-handel-usługi-szczyrk,
94,False,False,Marian Mrowiec Zakład Piekarniczo Cukierniczy Jolanta Marian,[],/biz/marian-mrowiec-zak%C5%82ad-piekarniczo-cukierniczy-jolanta-marian-jaworze?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],33 817 20 65,,,,[],{},marian-mrowiec-zakład-piekarniczo-cukierniczy-jolanta-marian-jaworze,
95,False,False,Zakład Cukierniczo Piekarniczy Krawczyk Zdzisław,[],/biz/zak%C5%82ad-cukierniczo-piekarniczy-krawczyk-zdzis%C5%82aw-jaworze?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],,,,,[],{},zakład-cukierniczo-piekarniczy-krawczyk-zdzisław-jaworze,
96,False,False,Puda Paweł,[],/biz/puda-pawe%C5%82-szczyrk?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],,,,,[],{},puda-paweł-szczyrk,
97,False,False,Bieniek Jacek i Barbara Piekarnia,[],/biz/bieniek-jacek-i-barbara-piekarnia-szczyrk?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],33 817 81 37,,,,[],{},bieniek-jacek-i-barbara-piekarnia-szczyrk,
98,False,False,Mayak,[],/biz/mayak-ostrava?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",$$,0,False,0,,[],,,,,[],{},mayak-ostrava,
99,False,False,Stefanii,[],/biz/stefanii-skocz%C3%B3w?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}, {'title': 'Shopping', 'url': '/search?find_desc=Shopping&amp;find_loc=Trinec'}, {'title': 'Candy Stores', 'url': '/search?find_desc=Candy+Stores&amp;find_loc=Trinec'}]",,0,False,0,,[],33 857 37 06,,,,[],{},stefanii-skoczów,
100,False,False,Efka,[],/biz/efka-bielsko-bia%C5%82a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Trinec'}]",,0,False,0,,[],,,,,[],{},efka-bielsko-biała,
