,True,True,Aurora Coffeehouse PDX,[],/adredir?ad_business_id=8iHthkahFFYpqWxUzJbmsg&amp;campaign_id=rECOo6LLwYUirfeaDTPuJQ&amp;click_origin=search_results&amp;placement=carousel_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Faurora-coffeehouse-pdx-portland&amp;request_id=c3c53197bf56bc7f&amp;signature=e5b0fee974417d7e996970803f5e9f2128d0136b2f0c32c3e158141735803adc&amp;slot=0,"[{'title': 'Coffee Roasteries', 'url': '/search?find_desc=Coffee+Roasteries&amp;find_loc=Canby%2C+OR'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,4.6,False,38,,[],,,,,https://biz.yelp.com,[],{},aurora-coffeehouse-pdx-portland,/adredir?ad_business_id=8iHthkahFFYpqWxUzJbmsg&amp;campaign_id=rECOo6LLwYUirfeaDTPuJQ&amp;click_origin=search_results_visit_website&amp;placement=carousel_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695575579%26s%3D4eb67f5bd06f5883082a1aeae573d6d74ca87ce88204303686c8e0c6b0ceecfe%26src_bizid%3D8iHthkahFFYpqWxUzJbmsg%26url%3Dhttp%253A%252F%252Fauroracoffeehousepdx.com%26website_link_type%3Dwebsite&amp;request_id=c3c53197bf56bc7f&amp;signature=ae9a5bbb50d495eca9375045be82fa921ad5b6c8c21f744a0b1ebc2ef9569269&amp;slot=0
,True,True,Lugano Cafe &amp; Catering,[],/adredir?ad_business_id=ipj5ewp_aKWl8xYvzLi9-g&amp;campaign_id=QTttIt5ZuNiazv3vMCdmpw&amp;click_origin=search_results&amp;placement=carousel_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flugano-cafe-and-catering-tigard-2&amp;request_id=c3c53197bf56bc7f&amp;signature=69e602a6a97ff4b3911d2647bc33ceef4d44cd03b2ad042e4437dff68a1c93ed&amp;slot=1,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Canby%2C+OR'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Canby%2C+OR'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,4.5,False,378,,[],,,,,https://biz.yelp.com,[],{},lugano-cafe-and-catering-tigard-2,/adredir?ad_business_id=ipj5ewp_aKWl8xYvzLi9-g&amp;campaign_id=QTttIt5ZuNiazv3vMCdmpw&amp;click_origin=search_results_visit_website&amp;placement=carousel_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695575579%26s%3Dcf4e4de573229eb9496e0e2cfdf34d79b4411d7d2bfb0b28b49adacd3d6a80f1%26src_bizid%3Dipj5ewp_aKWl8xYvzLi9-g%26url%3Dhttp%253A%252F%252Fwww.luganocafecatering.com%26website_link_type%3Dwebsite&amp;request_id=c3c53197bf56bc7f&amp;signature=e68d5eaba704c55345005f6ce54eef3befe29d7164dddc69ffeee4382c3ebaff&amp;slot=1
,True,True,The Human Bean,[],/adredir?ad_business_id=kFOt5yNloxVhANTjzJQ94A&amp;campaign_id=08kuqTOlQDq2SYslWFV7wg&amp;click_origin=search_results&amp;placement=carousel_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-human-bean-wilsonville&amp;request_id=c3c53197bf56bc7f&amp;signature=96834b044dee1e82f6e527e1dcedc65759f74f201b0bc9fe333f3678fe910df1&amp;slot=2,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,3.6,False,85,,[],,,,,https://biz.yelp.com,[],{},the-human-bean-wilsonville,/adredir?ad_business_id=kFOt5yNloxVhANTjzJQ94A&amp;campaign_id=08kuqTOlQDq2SYslWFV7wg&amp;click_origin=search_results_visit_website&amp;placement=carousel_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695575579%26s%3D7d48940e1f02052b72d9d660dc8e0687e315d9024b7d91a0aaed3acf621b7293%26src_bizid%3DkFOt5yNloxVhANTjzJQ94A%26url%3Dhttps%253A%252F%252Fthehumanbean.com%252Fblogs%252Fstores%252For-wilsonville-sw-95th-ave%26website_link_type%3Dwebsite&amp;request_id=c3c53197bf56bc7f&amp;signature=e324376677bf534afa2fe8f2e2324840228da5f23ed6d747389b7b3e9e7a40ba&amp;slot=2
,True,False,Oh My Gelati,[],/adredir?ad_business_id=mKey8kKREb0hsbA3l46Tlg&amp;campaign_id=8XiDzFNVQwCV_Vq9ZjQ8Lg&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=1&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Foh-my-gelati-oregon-city&amp;request_id=c3c53197bf56bc7f&amp;signature=20ecff0606e7a4ecffa476a918e695e45e006698d1f61a49902a38e41c8546cc&amp;slot=0,"[{'title': 'Shaved Ice', 'url': '/search?find_desc=Shaved+Ice&amp;find_loc=Canby%2C+OR'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Canby%2C+OR'}, {'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=Canby%2C+OR'}]",,4.8,False,43,,[],(503) 882-2108,,,,https://biz.yelp.com,[],{},oh-my-gelati-oregon-city,/adredir?ad_business_id=mKey8kKREb0hsbA3l46Tlg&amp;campaign_id=8XiDzFNVQwCV_Vq9ZjQ8Lg&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=1&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695575579%26s%3D0e40a1f2eb00c3af16e71d53c210cc593b2b237c0086db673c9202d0f00dde04%26src_bizid%3DmKey8kKREb0hsbA3l46Tlg%26url%3Dhttps%253A%252F%252Fwww.ohmygelati.com%26website_link_type%3Dwebsite&amp;request_id=c3c53197bf56bc7f&amp;signature=e76a2558052be5ff785b3c6c905a88df1d3bf68ab6298c0aece0260df10aec76&amp;slot=0
,True,False,The Human Bean,[],/adredir?ad_business_id=kFOt5yNloxVhANTjzJQ94A&amp;campaign_id=08kuqTOlQDq2SYslWFV7wg&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=1&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-human-bean-wilsonville&amp;request_id=c3c53197bf56bc7f&amp;signature=9381f0bde9bb0c7abdca7601e613fdd8fe65c295b5836bee01595f160ea6b876&amp;slot=1,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,3.6,False,85,,[],(503) 826-5170,,,,https://biz.yelp.com,[],{},the-human-bean-wilsonville,/adredir?ad_business_id=kFOt5yNloxVhANTjzJQ94A&amp;campaign_id=08kuqTOlQDq2SYslWFV7wg&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=1&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695575579%26s%3D7d48940e1f02052b72d9d660dc8e0687e315d9024b7d91a0aaed3acf621b7293%26src_bizid%3DkFOt5yNloxVhANTjzJQ94A%26url%3Dhttps%253A%252F%252Fthehumanbean.com%252Fblogs%252Fstores%252For-wilsonville-sw-95th-ave%26website_link_type%3Dwebsite&amp;request_id=c3c53197bf56bc7f&amp;signature=a8e6a339bcb752a2ceec5d7c0fa528b79d0e448c39718a0baa68eaee4d1471d0&amp;slot=1
11.0,False,False,Coffee Rush,[],/biz/coffee-rush-oregon-city?osq=cafe,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Canby%2C+OR'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",$,3.8,False,22,,[],(503) 656-6587,,,,,[],{},coffee-rush-oregon-city,http://coffeerush.net/
12.0,False,False,Café Yumm!,[],/biz/caf%C3%A9-yumm-wilsonville-3?osq=cafe,"[{'title': 'Wraps', 'url': '/search?find_desc=Wraps&amp;find_loc=Canby%2C+OR'}, {'title': 'Salad', 'url': '/search?find_desc=Salad&amp;find_loc=Canby%2C+OR'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Canby%2C+OR'}]",$$,2.7,False,136,,[],(503) 638-9866,,,,,[],{},café-yumm-wilsonville-3,https://www.cafeyumm.com/locations/argyle-square/
13.0,False,False,Benson’s Corner Espresso,[],/biz/bensons-corner-espresso-aurora?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,0.0,False,0,,[],(503) 678-2316,,,,,[],{},bensons-corner-espresso-aurora,
14.0,False,False,Twin Perks Espresso,[],/biz/twin-perks-espresso-canby?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,0.0,False,0,,[],(360) 949-3174,,,,,[],{},twin-perks-espresso-canby,http://twinperksespresso.com
15.0,False,False,Dutch Bros Coffee,[],/biz/dutch-bros-coffee-wilsonville-2?osq=cafe,"[{'title': 'Juice Bars &amp; Smoothies', 'url': '/search?find_desc=Juice+Bars+%26+Smoothies&amp;find_loc=Canby%2C+OR'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Canby%2C+OR'}]",,4.2,False,17,,[],(541) 955-4700,,,,,[],{},dutch-bros-coffee-wilsonville-2,https://locations.dutchbros.com/dutch-bros-coffee-8641636352c7
