,True,False,Nothing Bundt Cakes,[],/adredir?ad_business_id=91WrTncpse5WkqPcAIjjxw&amp;campaign_id=5g55ebl750Xrv4KNL_3YPg&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnothing-bundt-cakes-burlington&amp;request_id=311e77b938d21f9c&amp;signature=77c9002629b268f3d2b986e19226c4bb68231f47c99d5ad56bddbc952fabef46&amp;slot=0,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Burlington%2C+ON'}]",,4.1,False,13,,[],(289) 245-1211,,,,https://biz.yelp.com,[],{},nothing-bundt-cakes-burlington,/adredir?ad_business_id=91WrTncpse5WkqPcAIjjxw&amp;campaign_id=5g55ebl750Xrv4KNL_3YPg&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695809401%26s%3D42ff0194a2be8a56ac98488ca72e563fbde520ef207a1c8c068acf1e4dde8ee1%26src_bizid%3D91WrTncpse5WkqPcAIjjxw%26url%3Dhttps%253A%252F%252Fwww.nothingbundtcakes.com%252F%253Fbakery%253D2001%2526utm_campaign%253Devergreen%2526utm_medium%253Dpaidbanners%2526utm_source%253DYelp%26website_link_type%3Dwebsite&amp;request_id=311e77b938d21f9c&amp;signature=b7d73d26b9702b2f905d1391f507a737321e2a791bec01789c3d5579ad783eb3&amp;slot=0
,True,False,Nature’s Emporium,[],/adredir?ad_business_id=i-yJ0duMaf6dHTI-qtBZGA&amp;campaign_id=UBSvme_h6IVvCuZkyoVA0w&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnatures-emporium-burlington-2&amp;request_id=311e77b938d21f9c&amp;signature=373646d7ce2b773d906d156fe6169dd479264008402535339ab867dc51d8624f&amp;slot=1,"[{'title': 'Juice Bars &amp; Smoothies', 'url': '/search?find_desc=Juice+Bars+%26+Smoothies&amp;find_loc=Burlington%2C+ON'}, {'title': 'Organic Stores', 'url': '/search?find_desc=Organic+Stores&amp;find_loc=Burlington%2C+ON'}, {'title': 'Health Food Store', 'url': '/search?find_desc=Health+Food+Store&amp;find_loc=Burlington%2C+ON'}]",,3.8,False,11,,[],(289) 816-0859,,,,https://biz.yelp.com,[],{},natures-emporium-burlington-2,/adredir?ad_business_id=i-yJ0duMaf6dHTI-qtBZGA&amp;campaign_id=UBSvme_h6IVvCuZkyoVA0w&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695809401%26s%3D0ebbe9833c585f16e88736b61a00c84491490f068b12d8a48d7be8c141280071%26src_bizid%3Di-yJ0duMaf6dHTI-qtBZGA%26url%3Dhttps%253A%252F%252Fwww.naturesemporium.com%26website_link_type%3Dwebsite&amp;request_id=311e77b938d21f9c&amp;signature=b7762da5e773326069753ebabfadd41acef891fac0c9d0abf4bf79f3249b4383&amp;slot=1
171.0,False,False,Tim Horton’s,[],/biz/tim-hortons-hamilton?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Burlington%2C+ON'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}]",$,1.6,False,7,,[],(905) 525-6289,,,,,[],{},tim-hortons-hamilton,https://locations.timhortons.com/ca/on/hamilton/133-bay-st-n.html
172.0,False,False,Tim Hortons,[],/biz/tim-hortons-hamilton-32?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Burlington%2C+ON'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}]",,1.7,False,3,,[],(905) 972-0030,,,,,[],{},tim-hortons-hamilton-32,http://locations.timhortons.ca/on/hamilton/620-king-st
173.0,False,False,Smalls Coffee,[],/biz/smalls-coffee-hamilton?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Burlington%2C+ON'}]",$,4.7,False,13,,[],,,,,,[],{},smalls-coffee-hamilton,http://www.smalls.coffee
174.0,False,False,Tim Hortons,[],/biz/tim-hortons-hamilton-23?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Burlington%2C+ON'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}]",$,3.0,False,2,,[],(905) 549-3317,,,,,[],{},tim-hortons-hamilton-23,http://locations.timhortons.ca/on/hamilton/888-main-st-e
175.0,False,False,Cake &amp; Co,[],/biz/cake-and-co-oakville?osq=bakeries,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Burlington%2C+ON'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}]",$,0.0,False,0,,[],(647) 226-2234,,,,,[],{},cake-and-co-oakville,
176.0,False,False,Pane Fresco,[],/biz/pane-fresco-hamilton-6?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}, {'title': 'Italian', 'url': '/search?find_desc=Italian&amp;find_loc=Burlington%2C+ON'}, {'title': 'Pizza', 'url': '/search?find_desc=Pizza&amp;find_loc=Burlington%2C+ON'}]",,0.0,False,0,,[],,,,,,[],{},pane-fresco-hamilton-6,
177.0,False,False,Tim Hortons,[],/biz/tim-hortons-hamilton-8?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Burlington%2C+ON'}]",$,2.9,False,7,,[],(905) 645-0456,,,,,[],{},tim-hortons-hamilton-8,http://www.timhortons.com/ca/en/locations/get-directions.php?utm_term=ON&amp;utm_campaign=Local_Search&amp;utm_content=Hamilton&amp;utm_source=Google&amp;utm_medium=Local&amp;id=101495
178.0,False,False,Tim Horton’s,[],/biz/tim-hortons-hamilton-20?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Burlington%2C+ON'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Burlington%2C+ON'}]",,2.3,False,6,,[],(905) 689-6351,,,,,[],{},tim-hortons-hamilton-20,http://www.timhortons.com/ca
